Id,WnvPresent
1141,0.014889672
1142,0.014889672
1143,0.014889672
1144,0.014889672
1145,0.067838535
1146,0.022449046
1147,0.067838535
1148,0.014889672
1149,0.014889672
1150,0.014889672
1151,0.014889672
1152,0.014889672
1161,0.03895922
1162,0.012630514
1163,0.03895922
1164,0.008349147
1165,0.008349147
1166,0.008349147
1167,0.008349147
1168,0.008349147
25,0.067838535
26,0.022449046
27,0.067838535
28,0.014889672
29,0.014889672
30,0.014889672
31,0.014889672
32,0.014889672
33,0.003521241
34,0.0011138252
35,0.003521241
36,0.0007333723
37,0.0007333723
38,0.0007333723
39,0.0007333723
40,0.0007333723
41,0.023108518
42,0.007409163
43,0.023108518
44,0.0048889145
45,0.0048889145
46,0.0048889145
47,0.0048889145
48,0.0048889145
49,0.003521241
50,0.0011138252
51,0.003521241
52,0.0007333723
53,0.0007333723
54,0.0007333723
55,0.0007333723
56,0.0007333723
57,0.003521241
58,0.0011138252
59,0.003521241
60,0.0007333723
61,0.0007333723
62,0.0007333723
63,0.0007333723
64,0.0007333723
65,0.03895922
66,0.012630514
67,0.03895922
68,0.008349147
69,0.008349147
70,0.008349147
71,0.008349147
72,0.008349147
73,0.067838535
74,0.022449046
75,0.067838535
76,0.014889672
77,0.014889672
78,0.014889672
79,0.014889672
80,0.014889672
81,0.03895922
82,0.012630514
83,0.03895922
84,0.008349147
85,0.008349147
86,0.008349147
87,0.008349147
88,0.008349147
89,0.03895922
90,0.012630514
91,0.03895922
92,0.008349147
93,0.008349147
94,0.008349147
95,0.008349147
96,0.008349147
97,0.067838535
98,0.022449046
99,0.067838535
100,0.014889672
101,0.014889672
102,0.014889672
103,0.014889672
104,0.014889672
105,0.003521241
106,0.0011138252
107,0.003521241
108,0.0007333723
109,0.0007333723
110,0.0007333723
111,0.0007333723
112,0.0007333723
129,0.003521241
130,0.0017291649
131,0.003521241
132,0.0007333723
133,0.0007333723
134,0.0007333723
135,0.0007333723
136,0.0007333723
137,0.03895922
138,0.019484231
139,0.03895922
140,0.008349147
141,0.008349147
142,0.008349147
143,0.008349147
144,0.008349147
169,0.003521241
170,0.0017291649
171,0.003521241
172,0.0007333723
173,0.0007333723
174,0.0007333723
175,0.0007333723
176,0.0007333723
193,0.03895922
194,0.019484231
195,0.03895922
196,0.008349147
197,0.008349147
198,0.008349147
199,0.008349147
200,0.008349147
201,0.03895922
202,0.019484231
203,0.03895922
204,0.008349147
205,0.008349147
206,0.008349147
207,0.008349147
208,0.008349147
209,0.03895922
210,0.019484231
211,0.03895922
212,0.008349147
213,0.008349147
214,0.008349147
215,0.008349147
216,0.008349147
217,0.03895922
218,0.019484231
219,0.03895922
220,0.008349147
221,0.008349147
222,0.008349147
223,0.008349147
224,0.008349147
225,0.003521241
226,0.0017291649
227,0.003521241
228,0.0007333723
229,0.0007333723
230,0.0007333723
231,0.0007333723
232,0.0007333723
233,0.03895922
234,0.019484231
235,0.03895922
236,0.008349147
237,0.008349147
238,0.008349147
239,0.008349147
240,0.008349147
257,0.003521241
258,0.0017291649
259,0.003521241
260,0.0007333723
261,0.0007333723
262,0.0007333723
263,0.0007333723
264,0.0007333723
273,0.03895922
274,0.019484231
275,0.03895922
276,0.008349147
277,0.008349147
278,0.008349147
279,0.008349147
280,0.008349147
305,0.023108518
306,0.0114625
307,0.023108518
308,0.0048889145
309,0.0048889145
310,0.0048889145
311,0.0048889145
312,0.0048889145
313,0.067838535
314,0.034444746
315,0.067838535
316,0.014889672
317,0.014889672
318,0.014889672
319,0.014889672
320,0.014889672
321,0.03895922
322,0.019484231
323,0.03895922
324,0.008349147
325,0.008349147
326,0.008349147
327,0.008349147
328,0.008349147
329,0.03895922
330,0.019484231
331,0.03895922
332,0.008349147
333,0.008349147
334,0.008349147
335,0.008349147
336,0.008349147
393,0.003521241
394,0.0017291649
395,0.003521241
396,0.0007333723
397,0.0007333723
398,0.0007333723
399,0.0007333723
400,0.0007333723
409,0.003521241
410,0.0017291649
411,0.003521241
412,0.0007333723
413,0.0007333723
414,0.0007333723
415,0.0007333723
416,0.0007333723
417,0.003521241
418,0.0017291649
419,0.003521241
420,0.0007333723
421,0.0007333723
422,0.0007333723
423,0.0007333723
424,0.0007333723
425,0.023108518
426,0.0114625
427,0.023108518
428,0.0048889145
429,0.0048889145
430,0.0048889145
431,0.0048889145
432,0.0048889145
433,0.003521241
434,0.0017291649
435,0.003521241
436,0.0007333723
437,0.0007333723
438,0.0007333723
439,0.0007333723
440,0.0007333723
441,0.03895922
442,0.019484231
443,0.03895922
444,0.008349147
445,0.008349147
446,0.008349147
447,0.008349147
448,0.008349147
449,0.003521241
450,0.0017291649
451,0.003521241
452,0.0007333723
453,0.0007333723
454,0.0007333723
455,0.0007333723
456,0.0007333723
457,0.003521241
458,0.0017291649
459,0.003521241
460,0.0007333723
461,0.0007333723
462,0.0007333723
463,0.0007333723
464,0.0007333723
465,0.003521241
466,0.0017291649
467,0.003521241
468,0.0007333723
469,0.0007333723
470,0.0007333723
471,0.0007333723
472,0.0007333723
497,0.060845446
498,0.030780366
499,0.060845446
500,0.013277036
501,0.013277036
502,0.013277036
503,0.013277036
504,0.013277036
505,0.03895922
506,0.019484231
507,0.03895922
508,0.008349147
509,0.008349147
510,0.008349147
511,0.008349147
512,0.008349147
521,0.03895922
522,0.019484231
523,0.03895922
524,0.008349147
525,0.008349147
526,0.008349147
527,0.008349147
528,0.008349147
545,0.003521241
546,0.0017291649
547,0.003521241
548,0.0007333723
549,0.0007333723
550,0.0007333723
551,0.0007333723
552,0.0007333723
553,0.060845446
554,0.030780366
555,0.060845446
556,0.013277036
557,0.013277036
558,0.013277036
559,0.013277036
560,0.013277036
569,0.03895922
570,0.019484231
571,0.03895922
572,0.008349147
573,0.008349147
574,0.008349147
575,0.008349147
576,0.008349147
577,0.03895922
578,0.019484231
579,0.03895922
580,0.008349147
581,0.008349147
582,0.008349147
583,0.008349147
584,0.008349147
585,0.03895922
586,0.019484231
587,0.03895922
588,0.008349147
589,0.008349147
590,0.008349147
591,0.008349147
592,0.008349147
593,0.003521241
594,0.0017291649
595,0.003521241
596,0.0007333723
597,0.0007333723
598,0.0007333723
599,0.0007333723
600,0.0007333723
601,0.060845446
602,0.030780366
603,0.060845446
604,0.013277036
605,0.013277036
606,0.013277036
607,0.013277036
608,0.013277036
609,0.003521241
610,0.0017291649
611,0.003521241
612,0.0007333723
613,0.0007333723
614,0.0007333723
615,0.0007333723
616,0.0007333723
617,0.03895922
618,0.019484231
619,0.03895922
620,0.008349147
621,0.008349147
622,0.008349147
623,0.008349147
624,0.008349147
625,0.03895922
626,0.019484231
627,0.03895922
628,0.008349147
629,0.008349147
630,0.008349147
631,0.008349147
632,0.008349147
633,0.03895922
634,0.019484231
635,0.03895922
636,0.008349147
637,0.008349147
638,0.008349147
639,0.008349147
640,0.008349147
641,0.003521241
642,0.0017291649
643,0.003521241
644,0.0007333723
645,0.0007333723
646,0.0007333723
647,0.0007333723
648,0.0007333723
649,0.067838535
650,0.034444746
651,0.067838535
652,0.014889672
653,0.014889672
654,0.014889672
655,0.014889672
656,0.014889672
657,0.003521241
658,0.0017291649
659,0.003521241
660,0.0007333723
661,0.0007333723
662,0.0007333723
663,0.0007333723
664,0.0007333723
665,0.03895922
666,0.019484231
667,0.03895922
668,0.008349147
669,0.008349147
670,0.008349147
671,0.008349147
672,0.008349147
673,0.010383844
674,0.005117098
675,0.010383844
676,0.00217451
677,0.00217451
678,0.00217451
679,0.00217451
680,0.00217451
681,0.003521241
682,0.0017291649
683,0.003521241
684,0.0007333723
685,0.0007333723
686,0.0007333723
687,0.0007333723
688,0.0007333723
689,0.003521241
690,0.0017291649
691,0.003521241
692,0.0007333723
693,0.0007333723
694,0.0007333723
695,0.0007333723
696,0.0007333723
697,0.03895922
698,0.019484231
699,0.03895922
700,0.008349147
701,0.008349147
702,0.008349147
703,0.008349147
704,0.008349147
705,0.003521241
706,0.0017291649
707,0.003521241
708,0.0007333723
709,0.0007333723
710,0.0007333723
711,0.0007333723
712,0.0007333723
713,0.023108518
714,0.0114625
715,0.023108518
716,0.0048889145
717,0.0048889145
718,0.0048889145
719,0.0048889145
720,0.0048889145
721,0.060845446
722,0.030780366
723,0.060845446
724,0.013277036
725,0.013277036
726,0.013277036
727,0.013277036
728,0.013277036
729,0.060845446
730,0.030780366
731,0.060845446
732,0.013277036
733,0.013277036
734,0.013277036
735,0.013277036
736,0.013277036
737,0.023108518
738,0.0114625
739,0.023108518
740,0.0048889145
741,0.0048889145
742,0.0048889145
743,0.0048889145
744,0.0048889145
745,0.060845446
746,0.030780366
747,0.060845446
748,0.013277036
749,0.013277036
750,0.013277036
751,0.013277036
752,0.013277036
753,0.060845446
754,0.030780366
755,0.060845446
756,0.013277036
757,0.013277036
758,0.013277036
759,0.013277036
760,0.013277036
761,0.010383844
762,0.005117098
763,0.010383844
764,0.00217451
765,0.00217451
766,0.00217451
767,0.00217451
768,0.00217451
769,0.060845446
770,0.030780366
771,0.060845446
772,0.013277036
773,0.013277036
774,0.013277036
775,0.013277036
776,0.013277036
777,0.03895922
778,0.019484231
779,0.03895922
780,0.008349147
781,0.008349147
782,0.008349147
783,0.008349147
784,0.008349147
785,0.003521241
786,0.0017291649
787,0.003521241
788,0.0007333723
789,0.0007333723
790,0.0007333723
791,0.0007333723
792,0.0007333723
793,0.003521241
794,0.0017291649
795,0.003521241
796,0.0007333723
797,0.0007333723
798,0.0007333723
799,0.0007333723
800,0.0007333723
801,0.023108518
802,0.0114625
803,0.023108518
804,0.0048889145
805,0.0048889145
806,0.0048889145
807,0.0048889145
808,0.0048889145
809,0.010383844
810,0.005117098
811,0.010383844
812,0.00217451
813,0.00217451
814,0.00217451
815,0.00217451
816,0.00217451
817,0.060845446
818,0.030780366
819,0.060845446
820,0.013277036
821,0.013277036
822,0.013277036
823,0.013277036
824,0.013277036
825,0.067838535
826,0.034444746
827,0.067838535
828,0.014889672
829,0.014889672
830,0.014889672
831,0.014889672
832,0.014889672
833,0.060845446
834,0.030780366
835,0.060845446
836,0.013277036
837,0.013277036
838,0.013277036
839,0.013277036
840,0.013277036
841,0.003521241
842,0.0017291649
843,0.003521241
844,0.0007333723
845,0.0007333723
846,0.0007333723
847,0.0007333723
848,0.0007333723
849,0.003521241
850,0.0017291649
851,0.003521241
852,0.0007333723
853,0.0007333723
854,0.0007333723
855,0.0007333723
856,0.0007333723
857,0.060845446
858,0.030780366
859,0.060845446
860,0.013277036
861,0.013277036
862,0.013277036
863,0.013277036
864,0.013277036
865,0.003521241
866,0.0017291649
867,0.003521241
868,0.0007333723
869,0.0007333723
870,0.0007333723
871,0.0007333723
872,0.0007333723
873,0.003521241
874,0.0017291649
875,0.003521241
876,0.0007333723
877,0.0007333723
878,0.0007333723
879,0.0007333723
880,0.0007333723
881,0.010383844
882,0.005117098
883,0.010383844
884,0.00217451
885,0.00217451
886,0.00217451
887,0.00217451
888,0.00217451
889,0.060845446
890,0.030780366
891,0.060845446
892,0.013277036
893,0.013277036
894,0.013277036
895,0.013277036
896,0.013277036
905,0.03895922
906,0.019484231
907,0.03895922
908,0.008349147
909,0.008349147
910,0.008349147
911,0.008349147
912,0.008349147
913,0.003521241
914,0.0017291649
915,0.003521241
916,0.0007333723
917,0.0007333723
918,0.0007333723
919,0.0007333723
920,0.0007333723
921,0.060845446
922,0.030780366
923,0.060845446
924,0.013277036
925,0.013277036
926,0.013277036
927,0.013277036
928,0.013277036
953,0.067838535
954,0.034444746
955,0.067838535
956,0.014889672
957,0.014889672
958,0.014889672
959,0.014889672
960,0.014889672
961,0.03895922
962,0.019484231
963,0.03895922
964,0.008349147
965,0.008349147
966,0.008349147
967,0.008349147
968,0.008349147
969,0.067838535
970,0.034444746
971,0.067838535
972,0.014889672
973,0.014889672
974,0.014889672
975,0.014889672
976,0.014889672
977,0.003521241
978,0.0017291649
979,0.003521241
980,0.0007333723
981,0.0007333723
982,0.0007333723
983,0.0007333723
984,0.0007333723
985,0.003521241
986,0.0017291649
987,0.003521241
988,0.0007333723
989,0.0007333723
990,0.0007333723
991,0.0007333723
992,0.0007333723
993,0.060845446
994,0.030780366
995,0.060845446
996,0.013277036
997,0.013277036
998,0.013277036
999,0.013277036
1000,0.013277036
1009,0.010383844
1010,0.005117098
1011,0.010383844
1012,0.00217451
1013,0.00217451
1014,0.00217451
1015,0.00217451
1016,0.00217451
1025,0.010383844
1026,0.005117098
1027,0.010383844
1028,0.00217451
1029,0.00217451
1030,0.00217451
1031,0.00217451
1032,0.00217451
1041,0.067838535
1042,0.034444746
1043,0.067838535
1044,0.014889672
1045,0.014889672
1046,0.014889672
1047,0.014889672
1048,0.014889672
1049,0.03895922
1050,0.019484231
1051,0.03895922
1052,0.008349147
1053,0.008349147
1054,0.008349147
1055,0.008349147
1056,0.008349147
1057,0.010383844
1058,0.005117098
1059,0.010383844
1060,0.00217451
1061,0.00217451
1062,0.00217451
1063,0.00217451
1064,0.00217451
1065,0.03895922
1066,0.019484231
1067,0.03895922
1068,0.008349147
1069,0.008349147
1070,0.008349147
1071,0.008349147
1072,0.008349147
1073,0.003521241
1074,0.0017291649
1075,0.003521241
1076,0.0007333723
1077,0.0007333723
1078,0.0007333723
1079,0.0007333723
1080,0.0007333723
1081,0.067838535
1082,0.034444746
1083,0.067838535
1084,0.014889672
1085,0.014889672
1086,0.014889672
1087,0.014889672
1088,0.014889672
1097,0.03895922
1098,0.019484231
1099,0.03895922
1100,0.008349147
1101,0.008349147
1102,0.008349147
1103,0.008349147
1104,0.008349147
1113,0.03895922
1114,0.019484231
1115,0.03895922
1116,0.008349147
1117,0.008349147
1118,0.008349147
1119,0.008349147
1120,0.008349147
1153,0.067838535
1154,0.034444746
1155,0.067838535
1156,0.014889672
1157,0.014889672
1158,0.014889672
1159,0.014889672
1160,0.014889672
1169,0.003521241
1170,0.0017291649
1171,0.003521241
1172,0.0007333723
1173,0.0007333723
1174,0.0007333723
1175,0.0007333723
1176,0.0007333723
1177,0.003521241
1178,0.0017291649
1179,0.003521241
1180,0.0007333723
1181,0.0007333723
1182,0.0007333723
1183,0.0007333723
1184,0.0007333723
1185,0.03895922
1186,0.019484231
1187,0.03895922
1188,0.008349147
1189,0.008349147
1190,0.008349147
1191,0.008349147
1192,0.008349147
1193,0.003521241
1194,0.0017291649
1195,0.003521241
1196,0.0007333723
1197,0.0007333723
1198,0.0007333723
1199,0.0007333723
1200,0.0007333723
1201,0.067838535
1202,0.034444746
1203,0.067838535
1204,0.014889672
1205,0.014889672
1206,0.014889672
1207,0.014889672
1208,0.014889672
1209,0.059594326
1210,0.030127618
1211,0.059594326
1212,0.012990499
1213,0.012990499
1214,0.012990499
1215,0.012990499
1216,0.012990499
1217,0.0030675917
1218,0.001506044
1219,0.0030675917
1220,0.0006386601
1221,0.0006386601
1222,0.0006386601
1223,0.0006386601
1224,0.0006386601
1225,0.059594326
1226,0.030127618
1227,0.059594326
1228,0.012990499
1229,0.012990499
1230,0.012990499
1231,0.012990499
1232,0.012990499
1321,0.059594326
1322,0.030127618
1323,0.059594326
1324,0.012990499
1325,0.012990499
1326,0.012990499
1327,0.012990499
1328,0.012990499
1329,0.0030675917
1330,0.001506044
1331,0.0030675917
1332,0.0006386601
1333,0.0006386601
1334,0.0006386601
1335,0.0006386601
1336,0.0006386601
1353,0.0534024
1354,0.026909713
1355,0.0534024
1356,0.011581134
1357,0.011581134
1358,0.011581134
1359,0.011581134
1360,0.011581134
1361,0.0534024
1362,0.026909713
1363,0.0534024
1364,0.011581134
1365,0.011581134
1366,0.011581134
1367,0.011581134
1368,0.011581134
1369,0.059594326
1370,0.030127618
1371,0.059594326
1372,0.012990499
1373,0.012990499
1374,0.012990499
1375,0.012990499
1376,0.012990499
1385,0.0030675917
1386,0.001506044
1387,0.0030675917
1388,0.0006386601
1389,0.0006386601
1390,0.0006386601
1391,0.0006386601
1392,0.0006386601
1393,0.0534024
1394,0.026909713
1395,0.0534024
1396,0.011581134
1397,0.011581134
1398,0.011581134
1399,0.011581134
1400,0.011581134
1449,0.0030675917
1450,0.001506044
1451,0.0030675917
1452,0.0006386601
1453,0.0006386601
1454,0.0006386601
1455,0.0006386601
1456,0.0006386601
1457,0.0534024
1458,0.026909713
1459,0.0534024
1460,0.011581134
1461,0.011581134
1462,0.011581134
1463,0.011581134
1464,0.011581134
1473,0.0030675917
1474,0.001506044
1475,0.0030675917
1476,0.0006386601
1477,0.0006386601
1478,0.0006386601
1479,0.0006386601
1480,0.0006386601
1489,0.0030675917
1490,0.001506044
1491,0.0030675917
1492,0.0006386601
1493,0.0006386601
1494,0.0006386601
1495,0.0006386601
1496,0.0006386601
1497,0.0030675917
1498,0.001506044
1499,0.0030675917
1500,0.0006386601
1501,0.0006386601
1502,0.0006386601
1503,0.0006386601
1504,0.0006386601
1505,0.034096256
1506,0.017009132
1507,0.034096256
1508,0.007278051
1509,0.007278051
1510,0.007278051
1511,0.007278051
1512,0.007278051
1545,0.020182518
1546,0.009996025
1547,0.020182518
1548,0.0042598182
1549,0.0042598182
1550,0.0042598182
1551,0.0042598182
1552,0.0042598182
1553,0.034096256
1554,0.017009132
1555,0.034096256
1556,0.007278051
1557,0.007278051
1558,0.007278051
1559,0.007278051
1560,0.007278051
1561,0.0030675917
1562,0.001506044
1563,0.0030675917
1564,0.0006386601
1565,0.0006386601
1566,0.0006386601
1567,0.0006386601
1568,0.0006386601
1569,0.059594326
1570,0.030127618
1571,0.059594326
1572,0.012990499
1573,0.012990499
1574,0.012990499
1575,0.012990499
1576,0.012990499
1577,0.059594326
1578,0.030127618
1579,0.059594326
1580,0.012990499
1581,0.012990499
1582,0.012990499
1583,0.012990499
1584,0.012990499
1585,0.0534024
1586,0.026909713
1587,0.0534024
1588,0.011581134
1589,0.011581134
1590,0.011581134
1591,0.011581134
1592,0.011581134
1593,0.034096256
1594,0.017009132
1595,0.034096256
1596,0.007278051
1597,0.007278051
1598,0.007278051
1599,0.007278051
1600,0.007278051
1609,0.034096256
1610,0.017009132
1611,0.034096256
1612,0.007278051
1613,0.007278051
1614,0.007278051
1615,0.007278051
1616,0.007278051
1681,0.059594326
1682,0.030127618
1683,0.059594326
1684,0.012990499
1685,0.012990499
1686,0.012990499
1687,0.012990499
1688,0.012990499
1689,0.059594326
1690,0.030127618
1691,0.059594326
1692,0.012990499
1693,0.012990499
1694,0.012990499
1695,0.012990499
1696,0.012990499
1697,0.0030675917
1698,0.001506044
1699,0.0030675917
1700,0.0006386601
1701,0.0006386601
1702,0.0006386601
1703,0.0006386601
1704,0.0006386601
1721,0.020182518
1722,0.009996025
1723,0.020182518
1724,0.0042598182
1725,0.0042598182
1726,0.0042598182
1727,0.0042598182
1728,0.0042598182
1737,0.059594326
1738,0.030127618
1739,0.059594326
1740,0.012990499
1741,0.012990499
1742,0.012990499
1743,0.012990499
1744,0.012990499
1745,0.0030675917
1746,0.001506044
1747,0.0030675917
1748,0.0006386601
1749,0.0006386601
1750,0.0006386601
1751,0.0006386601
1752,0.0006386601
1769,0.0030675917
1770,0.001506044
1771,0.0030675917
1772,0.0006386601
1773,0.0006386601
1774,0.0006386601
1775,0.0006386601
1776,0.0006386601
2105,0.0534024
2106,0.026909713
2107,0.0534024
2108,0.011581134
2109,0.011581134
2110,0.011581134
2111,0.011581134
2112,0.011581134
2137,0.0534024
2138,0.026909713
2139,0.0534024
2140,0.011581134
2141,0.011581134
2142,0.011581134
2143,0.011581134
2144,0.011581134
2145,0.059594326
2146,0.030127618
2147,0.059594326
2148,0.012990499
2149,0.012990499
2150,0.012990499
2151,0.012990499
2152,0.012990499
2153,0.0534024
2154,0.026909713
2155,0.0534024
2156,0.011581134
2157,0.011581134
2158,0.011581134
2159,0.011581134
2160,0.011581134
2209,0.0030675917
2210,0.001506044
2211,0.0030675917
2212,0.0006386601
2213,0.0006386601
2214,0.0006386601
2215,0.0006386601
2216,0.0006386601
2225,0.0030675917
2226,0.001506044
2227,0.0030675917
2228,0.0006386601
2229,0.0006386601
2230,0.0006386601
2231,0.0006386601
2232,0.0006386601
2241,0.059594326
2242,0.030127618
2243,0.059594326
2244,0.012990499
2245,0.012990499
2246,0.012990499
2247,0.012990499
2248,0.012990499
2297,0.059594326
2298,0.030127618
2299,0.059594326
2300,0.012990499
2301,0.012990499
2302,0.012990499
2303,0.012990499
2304,0.012990499
2313,0.059594326
2314,0.030127618
2315,0.059594326
2316,0.012990499
2317,0.012990499
2318,0.012990499
2319,0.012990499
2320,0.012990499
2329,0.0030675917
2330,0.001506044
2331,0.0030675917
2332,0.0006386601
2333,0.0006386601
2334,0.0006386601
2335,0.0006386601
2336,0.0006386601
2337,0.059594326
2338,0.030127618
2339,0.059594326
2340,0.012990499
2341,0.012990499
2342,0.012990499
2343,0.012990499
2344,0.012990499
2345,0.059594326
2346,0.030127618
2347,0.059594326
2348,0.012990499
2349,0.012990499
2350,0.012990499
2351,0.012990499
2352,0.012990499
2353,0.059594326
2354,0.030127618
2355,0.059594326
2356,0.012990499
2357,0.012990499
2358,0.012990499
2359,0.012990499
2360,0.012990499
2369,0.034096256
2370,0.017009132
2371,0.034096256
2372,0.007278051
2373,0.007278051
2374,0.007278051
2375,0.007278051
2376,0.007278051
1233,0.059594326
1234,0.030127618
1235,0.059594326
1236,0.012990499
1237,0.012990499
1238,0.012990499
1239,0.012990499
1240,0.012990499
1241,0.0030675917
1242,0.001506044
1243,0.0030675917
1244,0.0006386601
1245,0.0006386601
1246,0.0006386601
1247,0.0006386601
1248,0.0006386601
1249,0.020182518
1250,0.009996025
1251,0.020182518
1252,0.0042598182
1253,0.0042598182
1254,0.0042598182
1255,0.0042598182
1256,0.0042598182
1257,0.0030675917
1258,0.001506044
1259,0.0030675917
1260,0.0006386601
1261,0.0006386601
1262,0.0006386601
1263,0.0006386601
1264,0.0006386601
1265,0.0030675917
1266,0.001506044
1267,0.0030675917
1268,0.0006386601
1269,0.0006386601
1270,0.0006386601
1271,0.0006386601
1272,0.0006386601
1273,0.034096256
1274,0.017009132
1275,0.034096256
